number,date,title,length,inKey,tempo,topic,mood,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,spotify,itunes,bandcamp,tags
578,8/1/2010,Until the Vulcans Call,4:09,C,150,Sex,EXCITED,Berkeley,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=AQrDNRm6qKk,,,,,,,,,"ELECTRO, SILLY, Food, FUNNY, FUN, STAR TREK"
579,8/2/2010,Bill Cosby is Not Dead,3:07,F#,81,Pop Culture,CHILL,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=y7UrpR4rRXA,,,,,,,,,"ROCK, HEAVY, FUNNY"
580,8/3/2010,The Sun Erupted Two Times Today,1:37,C,93,Science,CHILL,Berkeley,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=SnIEP37dJD0,,,,,,,,,"ELECTRO, LIGHT, VOCODER, SPACE, DREAMY"
581,8/4/2010,Stay for Free,5:36,f#,85,Friend,CHILL,Berkeley,"ACOUSTIC GUITAR, ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=bJq-lXvypxY,,,,,,,,,"ROCK, WISTFUL, CATCHY, SOULFUL"
582,8/5/2010,Shanon Cook,2:04,C#,70,TV,CHILL,Berkeley,"ACOUSTIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=Z8aij5oZLv0,,,,,,,,,"ROCK, FUNNY, FAMOUS PERSON, SHANNON COOK"
583,8/6/2010,Changes With Regard to What a Man Can/Cannot Do,2:54,E,93,Poetic,SAD,Berkeley,"ELECTRIC GUITAR, ACOUSTIC GUITAR, SYNTHS, BASS, DRUMS",na,https://www.youtube.com/watch?v=2uhQ87F3vw4,,,,,,,,,"ROCK, DARK, HEAVY, LOOMING, VOCODER"
584,8/7/2010,No Rain!,0:30,E,139,Weather,ANGRY,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=0ZYNiDhEHVM,,,,,,,,,"ROCK, HEAVY, RAIN"
585,8/8/2010,The Bird That invented the Blues,3:31,E,112,Animals,CHILL,Berkeley,ACOUSTIC GUITAR,GOATEE,https://www.youtube.com/watch?v=rE0ZXSoYkFU,,,,,,,,,"BLUES, SILLY, FUNNY, BIRD"
586,8/9/2010,Carpet,2:11,A,120,Objects,BORED,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=V5_yaQ8uixI,,,,,,,,,"ROCK, FRUSTRATED, FUNNY"
587,8/10/2010,The Ballad of Steven Slater,4:57,D,102,Hero,ANGRY,Berkeley,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=0zCtlHvMu3o,,,,,,,,,"FOLK, FRUSTRATED, FAMOUS PERSON, STEVEN SLATER, COMPANY, JETBLUE"
588,8/11/2010,That's Just the Woz,2:54,E,121,Apple,EXCITED,Berkeley,"ELECTRIC GUITAR, SYNTHS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=3FzuZdZLt54,,,,,,,,,"ROCK, FUN, DANCING, FAMOUS PERSON, WOZ"
589,8/12/2010,Working on the Little Things,2:17,F,142,Poetic,CHILL,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=xnL_9dxCBds,,,,,,,,,"ROCK, HEAVY, DARK"
590,8/13/2010,Ivory Birthday Song Two Thousand Ten,3:51,F,73,Love,CHILL,Berkeley,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=kSD7sbAjR8c,,,,,,,,,"FOLK, WISTFUL, IVORY"
591,8/14/2010,The Tea Party,3:33,A#,143,Politics,ANGRY,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=9ecZ-EmiU7U,,,,,,,,,"ROCK, HEAVY, DARK, TEA PARTY"
592,8/15/2010,In Your Dreams,1:46,E,105,Poetic,INTENSE,Berkeley,"PIANO, BASS, DRUMS",na,https://www.youtube.com/watch?v=So1XY0G2_rE,,,,,,,,,"ROCK, HEAVY, DARK, TOM WAITS"
593,8/16/2010,"The Death of Overdraft Fees (A Celebration, a Warning)",2:06,D,129,PSA,HAPPY,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=8uIom64McZY,,,,,,,,,"ROCK, LIGHT, Politics, FRUSTRATED"
594,8/17/2010,Nature's Express,1:57,G,101,Food,HAPPY,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=EVIaE75Jv40,,,,,,,,,"ROCK, LIGHT, COMPANY, NATURES EXPRESS"
595,8/18/2010,A Song About the Porcupine Who Thinks He's a Dog,1:37,F,80,Animals,HAPPY,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=PUsLvAtUfs8,,,,,,,,,"ELECTRO, FUN, PORCUPINE"
596,8/19/2010,The Pocket God Update Song,1:41,D,137,Video Games,INTENSE,Berkeley,"PIANO, ELECTRIC GUITAR, DRUMS",na,https://www.youtube.com/watch?v=srAYYMjbH1o,,,,,,,,,"ROCK, SURF, FUN, COMPANY, POCKET GOD"
597,8/20/2010,Technology UGH!,1:28,C,113,Life,ANGRY,Berkeley,ACOUSTIC GUITAR,na,https://www.youtube.com/watch?v=y3Z7wD1or5c,,,,,,,,,"FOLK, DISTORTION, FRUSTRATED"
598,8/21/2010,There's a Shark in the Pond,3:56,E,68,Childhood,PENSIVE,Berkeley,ELECTRIC GUITAR,GOATEE,https://www.youtube.com/watch?v=7N7JNh5lfeI,,,,,,,,,"FOLK, WISTFUL, DARK, DREAMY"
599,8/22/2010,Are You Excited By What Will Be?,0:58,A,71,Poetic,CHILL,Berkeley,"SYNTHS, DRUM MACHINE",GOATEE,https://www.youtube.com/watch?v=A62CHt2Z3Gg,,,,,,,,,"ELECTRO, DREAMY"
600,8/23/2010,The Panda Dance,1:57,D,87,Animals,SILLY,Berkeley,"PIANO, ELECTRIC GUITAR, DRUM MACHINE",na,https://www.youtube.com/watch?v=6qbF3C8S5Pc,,,,,,,,,"ROCK, SILLY, ANTHEM, CATCHY, PANDA"
601,8/24/2010,Songatron.com,1:30,C,100,Song A Day ,SILLY,Berkeley,"SYNTHS, DRUM MACHINE",GOATEE,https://www.youtube.com/watch?v=hhs56QOI1qM,,,,,,,,,"ELECTRO, SILLY, CHEESY, SONGOTRON"
602,8/25/2010,Is on the Roof Again,1:01,F,72,Poetic,CHILL,Berkeley,"PIANO, BASS, DRUMS",na,https://www.youtube.com/watch?v=OpAHOtXJsuI,,,,,,,,,"ROCK, FUN"
603,8/26/2010,And Yet It Moves,1:42,D,75,Video Games,CHILL,Berkeley,"PIANO, BASS, DRUM MACHINE",na,https://www.youtube.com/watch?v=V10d0G3fMqU,,,,,,,,,"ROCK, DARK, AND YET IT MOVES"
604,8/27/2010,Cooking (to be continued...),0:54,D,80,Food,CHILL,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",GOATEE,https://www.youtube.com/watch?v=JHrLWDTlE2k,,,,,,,,,"ROCK, LIGHT, VOCODER, FUN"
605,8/28/2010,"Eating, Building, Sleeping, Party",0:53,D,80,Food,CHILL,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",GOATEE,https://www.youtube.com/watch?v=nunUHrlK4Qk,,,,,,,,,"ROCK, LIGHT, VOCODER, FUN"
606,8/29/2010,Pakistan Flood Relief ($16.36),3:02,F,96,PSA,SAD,Berkeley,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=7hsEEA-TND4,,,,,,,,,"FOLK, DARK, FRUSTRATED, DISTORTION"
607,8/30/2010,SEO Quotient,1:52,A#,103,Commission,SILLY,Berkeley,"PIANO, ELECTRIC GUITAR, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=qXl8rffz8cc,,,,,,,,,"ROCK, FUNNY, COMPANY, SEO QUOTIENT"
608,8/31/2010,The Tech Silicon Valley innovation Gallery,1:12,D,149,Nerd,Silly,Berkeley,"SYNTHS, PIANO, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=UqC7BUXy1O0,,,,,,,,,"ROCK, FUN, COMPANY, TECH SILICON VALLEY INNOVATION GALLERY"
609,9/1/2010,On the Road to PAX,1:11,F#,94,Video Games,CHILL,"Portland, OR",BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=UdAvBuWcqu4,,,,,,,,,"FOLK, FUN, PAX, PENNY ARCADE"
610,9/2/2010,Twas the Night Before PAX,2:40,D,144,Video Games,HAPPY,"Seattle, WA",BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=ecQFbXmP89c,,,,,,,,,"FOLK, FUN, PAX, PENNY ARCADE"
611,9/3/2010,The Duke Nukem Forever Song,2:17,F#,90,Video Games,INTENSE,"Seattle, WA",BARITONE UKE,na,https://www.youtube.com/watch?v=WP1PEV3avIY,,,,,,,,,"FOLK, FUNNY, DARK, DUKE NUKEM"
612,9/4/2010,The Giantesses' Wish,2:35,D#,90,Poetic,SILLY,"Portland, OR",BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=wV_h2pRIA_s,,,,,,,,,"FOLK, FUN, GIANT"
613,9/5/2010,Storefronts,1:46,F#,88,Poetic,PENSIVE,"Portland, OR",BARITONE UKE,SHADOW,https://www.youtube.com/watch?v=vMy7ULs2L44,,,,,,,,,"FOLK, DELICATE, WISTFUL"
614,9/6/2010,Deer in the Woods I Love You,2:10,F,92,Animals,INTENSE,Berkeley,"ELECTRIC GUITAR, SYNTHS, ORGAN, DRUM MACHINE",na,https://www.youtube.com/watch?v=_J38KiaPBYE,,,,,,,,,"ROCK, DISTORTION, 80s, CATCHY, DEER"
615,9/7/2010,I'm Going to the Dentist Again,1:39,C,112,Life,SILLY,Berkeley,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=1NtztOB--Mo,,,,,,,,,"ELECTRO, FUN, VOCODER, DENTIST"
616,9/8/2010,Let's Burn the Koran! (The song),3:43,F,139,Politics,SAD,Berkeley,"ELECTRIC GUITAR, BASS, DRUMS",GOATEE,https://www.youtube.com/watch?v=e7x-E0SpSTo,,,,,,,,,"ROCK, SILLY, CATCHY, SOULFUL"
617,9/9/2010,The Strange Case of the Hello Farm,0:36,C,111,Animals,SILLY,Berkeley,"PIANO, DRUMS",na,https://www.youtube.com/watch?v=pTFnmbU-sRY,,,,,,,,,"ROCK, SILLY, FARM"
618,9/10/2010,Facebook Memories,3:46,D#,91,Life,SAD,Berkeley,"SYNTHS, ELECTRIC GUITAR, DRUM MACHINE",na,https://www.youtube.com/watch?v=pCKBJ-OXkAs,,,,,,,,,"ELECTRO, WISTFUL, SOULFUL"
619,9/11/2010,The Ballad of Terry Jones and his incendiary Bigoted Buffoonery,3:46,C,95,Politics,TIRED,Berkeley,ACOUSTIC GUITAR,na,https://www.youtube.com/watch?v=LSsBTpDiMB8,,,,,,,,,"FOLK, LOOMING, FAMOUS PERSON, TERRY JONES"
620,9/12/2010,The End of the World Dance,7:17,D,93,Poetic,CHILL,Berkeley,"ACOUSTIC GUITAR, BASS, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=Ok0NKqmfHCI,,,,,,,,,"FOLK, LOOMING, DARK, APOCALYPSE, MYTH"
621,9/13/2010,The Google instant Song,1:42,F,75,Internet,ANXIOUS ,Berkeley,"PIANO, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=pFdDosIrrSA,,,,,,,,,"ROCK, SILLY, WISTFUL, COMPANY, GOOGLE"
622,9/14/2010,Questions for Coco,1:10,D,129,TV,SILLY,Berkeley,"ELECTRIC GUITAR, SYNTHS, BASS, DRUMS",GOATEE,https://www.youtube.com/watch?v=f2TsK2rCaAc,,,,,,,,,"ROCK, BAD, SILLY, FAMOUS PERSON, CONAN OBRIEN "
623,9/15/2010,The Faerie Chorus,3:43,C,124,Poetic,INTENSE,Berkeley,"SYNTHS, ELECTRIC GUITAR, DRUM MACHINE",na,https://www.youtube.com/watch?v=uWehckH4Mjo,,,,,,,,,"ROCK, WISTFUL, SOULFUL"
624,9/16/2010,Tell Me Why,2:48,F,91,Poetic,CHILL,Berkeley,"SYNTHS, DRUM MACHINE, PIANO, ELECTRIC GUITAR",na,https://www.youtube.com/watch?v=pXDQ71XAdNA,,,,,,,,,"ELECTRO, WISTFUL, DREAMY"
625,9/17/2010,When It Rains It Pours,0:11,C,135,Life,TIRED,Berkeley,ELECTRIC GUITAR,na,https://www.youtube.com/watch?v=Qn1Jci_Ib6o,,,,,,,,,"FOLK, FUNNY"
626,9/18/2010,Autotune the Bronado,2:50,A,77,Remix,CHILL,Berkeley,"SYNTHS, PIANO, DRUM MACHINE",na,https://www.youtube.com/watch?v=pPXT2HMWaj8,,,,,,,,,"ROCK, FUNNY, BROOKLYN, Weather, TORNADO"
627,9/19/2010,Steve Jobs is a Secret Ninja!,0:23,A#,161,Apple,EXCITED,Berkeley,"PIANO, ELECTRIC GUITAR, DRUMS",na,https://www.youtube.com/watch?v=EhMQpCSY11s,,,,,,,,,"ROCK, FUNNY, FAMOUS PERSON, STEVE JOBS"
628,9/20/2010,Oprah Autotuned,2:16,F,88,Remix,EXCITED,Berkeley,"PIANO, BASS, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=e4R9-bBrDuw,,,,,,,,,"ROCK, FUNNY, TV, FAMOUS PERSON, OPRAH, VIRAL"
629,9/21/2010,Bristol Palin Dancing,1:55,D,71,Politics,CHILL,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=QF8ZKDsiaMU,,,,,,,,,"ELECTRO, SAD, DARK, LOOMING, FAMOUS PERSON, BRISTOL PALIN"
630,9/22/2010,YouTube Pre-Roll Ads,1:41,F,77,Internet,TIRED,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",SHADOW,https://www.youtube.com/watch?v=aGiFEJnwGas,,,,,,,,,"ROCK, FUNNY, COMPANY, YOUTUBE"
631,9/23/2010,Humanity Stands,2:36,G,100,Poetic,CHILL,Berkeley,"PIANO, BASS, DRUMS",SHADOW,https://www.youtube.com/watch?v=YunlV-AseBk,,,,,,,,,"ROCK, FUN, CATCHY, MYTH"
632,9/24/2010,Cosmoceratops,2:44,A,135,Animals,INTENSE,Berkeley,"SYNTHS, BASS, DRUM MACHINE",SHADOW,https://www.youtube.com/watch?v=z_FXIrnIIHw,,,,,,,,,"ROCK, FUN, DINOSAURS, COSMOCERATOPS"
633,9/25/2010,Lady Gaga DADT Speech Autotuned,2:21,A,90,Remix,ANGRY,Berkeley,"SYNTHS, BASS, DRUM MACHINE",na,https://www.youtube.com/watch?v=denWzslk5VU,,,,,,,,,"ELECTRO, ANGRY, Politics, DADT, FAMOUS PERSON, LADY GAGA"
634,9/26/2010,The Ballad of Teresa Lewis,3:09,F#,86,Politics,SAD,Berkeley,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=xtu1eorWvm4,,,,,,,,,"FOLK, SOULFUL, TERESA LEWIS"
635,9/27/2010,The Hippo and the Crocodile,1:20,G,101,Animals,CHILL,Berkeley,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=i-WGY_QFp3o,,,,,,,,,"ELECTRO, FUNNY, VOCODER, HIPPO, CROCODILE"
636,9/28/2010,Close Your Eyes,2:11,E,113,Weather,SAD,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=dNjiSZ9BSHU,,,,,,,,,"FOLK, LOOMING, CLIMATE CHANGE"
637,9/29/2010,Back to Where I Started From,2:49,D,105,Life,PENSIVE,New York,BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=8vpQM1sR0r4,,,,,,,,,"FOLK, WISTFUL, HOPEFUL"
638,9/30/2010,Congratulations TechCrunch,1:32,D#,70,Internet,CHILL,"Southington, CT","ELECTRIC GUITAR, PIANO, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=igfZx4bIQUk,,,,,,,,,"ROCK, LIGHT, COMPANY, TECHCRUNCH"
639,10/1/2010,The Canfield Song,0:50,A#,107,Life,HAPPY,"Bennington, VT",BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=WG9ouBcLpuw,,,,,,,,,"FOLK, DELICATE, FUN, Video Games, BENNINGTON"
640,10/2/2010,"Bennington College, I Love You",1:58,F,110,Life,PENSIVE,"Bennington, VT",BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=vlk71nC4xRU,,,,,,,,,"FOLK, DELICATE, WISTFUL, BENNINGTON"
641,10/3/2010,There's No Way This Song Will Be Good,2:21,C,103,Life,TIRED,New York,BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=b8_hsiVpg20,,,,,,,,,"FOLK, DELICATE, ROUGH"
642,10/4/2010,"Morning, Noon or Night?",1:24,D,111,Song A Day ,BORED,Los Angeles,BARITONE UKE,SHADOW,https://www.youtube.com/watch?v=M8rYTKcwVKQ,,,,,,,,,"FOLK, DELICATE"
643,10/5/2010,Ninja Steve,0:58,G,122,Apple,INTENSE,Los Angeles,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=gvZQbefvuYs,,,,,,,,,"ELECTRO, DARK, FUNNY, DISTORTION, FAMOUS PERSON, STEVE JOBS"
644,10/6/2010,There's Always(NEVER)Someone Better,3:10,D,110,Poetic,SAD,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=EsdMMUCQMYI,,,,,,,,,"FOLK, DARK, HEAVY, SOULFUL"
645,10/7/2010,As If in a Dream,4:10,G,120,Poetic,PENSIVE,Los Angeles,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=MGq3D-dSTso,,,,,,,,,"FOLK, LIGHT "
646,10/8/2010,What a Do Little Day,2:05,C,128,Life,BORED,Berkeley,"PIANO, DRUMS",SHADOW,https://www.youtube.com/watch?v=9JmCppJKcts,,,,,,,,,"ROCK, SILLY, DREAMY"
647,10/9/2010,We Did Not See the Sunset,1:36,C,107,Friend,SILLY,Berkeley,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=WnG8oyx3bC4,,,,,,,,,"FOLK, SILLY, WEATHER"
648,10/10/2010,Sex,3:16,G,95,Sex,INTENSE,Berkeley,"SYNTHS, ELECTRIC GUITAR, DRUM MACHINE",na,https://www.youtube.com/watch?v=-9gyXRlW93E,,,,,,,,,"ELECTRO, DARK, VOCODER, MELODY"
649,10/11/2010,The Australian Today Show!,1:13,F,149,TV,CHILL,Los Angeles,"ELECTRIC GUITAR, BASS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=vi8lna1leaU,,,,,,,,,"ROCK, BAD, SOULFUL"
650,10/12/2010,Angry Berkeley Housewife in a Jaguar,0:46,G,95,Life,ANGRY,Berkeley,"PIANO, BASS, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=-BgR0osY5rk,,,,,,,,,"ROCK, FUNNY. BERKELEY "
651,10/13/2010,I've Got An Idea,3:29,G,139,Love,PENSIVE,Berkeley,ACOUSTIC GUITAR,na,https://www.youtube.com/watch?v=7_KdLQqEiNs,,,,,,,,,"FOLK, SOULFUL, LIGHT, "
652,10/14/2010,A Dream State From Which Ye Never Shall Return,2:41,D,70,Instrumental,CHILL,Berkeley,"PIANO, SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=XV5731D2J3Q,,,,,,,,,"ROCK, DARK, DREAMY"
653,10/15/2010,The Thing is the Thing,3:10,C,158,Love,PENSIVE,Berkeley,"ACOUSTIC GUITAR, BASS, DRUMS",CLEAN,https://www.youtube.com/watch?v=VmLh-dy_oNI,,,,,,,,,"FOLK, DRIVING, SOULFUL"
654,10/16/2010,Secret Cat,3:34,G,126,Animals,SILLY,Berkeley Studio,ORGAN,SHADOW,https://www.youtube.com/watch?v=mCpklUGyyTU,,,,,,,,,"FOLK, FUN, FUNNY, CATS"
655,10/17/2010,I Don't Wanna Be Anyone But Me,1:04,G,71,Poetic,SILLY,Berkeley Studio,"ELECTRIC GUITAR, TUBA, DRUMS",na,https://www.youtube.com/watch?v=Mzeno54H53s,,,,,,,,,"FOLK, FUN, LIGHT, WISTFUL"
656,10/18/2010,"Happy 25th Birthday, NES",2:12,E,119,Video Games,HAPPY,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, DRUMS",CLEAN,https://www.youtube.com/watch?v=77hGh_3uFDA,,,,,,,,,"ROCK, FUN, FUNNY, LIGHT, NINTENDO"
657,10/19/2010,The Rent is Too Damn High,1:55,C#,101,Remix,HAPPY,Berkeley Studio,"PIANO, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=tK6nNOWBPs4,,,,,,,,,"ROCK, FUN, ANTHEM, HOPEFUL, VIRAL"
658,10/20/2010,Coco Taco Party Song,2:12,A,111,TV,SILLY,Berkeley Studio,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=mt3lsJDViv0,,,,,,,,,"ROCK, FUN, ANTHEM, FUNNY, FAMOUS PERSON, CONAN OBRIEN"
659,10/21/2010,What a Glorious Place to Dwell,3:04,F,134,Science,INTENSE,Berkeley Studio,"ACOUSTIC GUITAR, SYNTHS, DRUMS",SHADOW,https://www.youtube.com/watch?v=5jl1wl7KWhE,,,,,,,,,"ROCK, FUN, FACTS, VIRAL"
660,10/22/2010,If Dogs Have Feelings,3:13,G,90,Animals,CHILL,Berkeley Studio,"ELECTRIC GUITAR, BASS, DRUMS",na,https://www.youtube.com/watch?v=CSdVDuKIIpo,,,,,,,,,"ROCK, FUN, PSA, DOGS, CATS, RATS"
661,10/23/2010,Richard Saul Wurman Birthday Song,3:07,D#,102,Friend,INTENSE,Berkeley Studio,"ELECTRIC GUITAR, ORGAN, BASS, DRUMS",na,https://www.youtube.com/watch?v=tVgLKT242ws,,,,,,,,,"ROCK, BIRTHDAY, FAMOUS PERSON, RICHARD SAUL WURMAN"
661a,10/23/2010,Bury Me Beneath the Ocean (Redux),2:28,C,76,Poetic,CHILL,Berkeley Studio,"SYNTHS, ELECTRIC GUITAR, DRUMS",na,https://www.youtube.com/watch?v=yMcw9zABynw,,,,,,,,,"ROCK, SOULFUL, MELODY, WISTFUL, OCEAN"
662,10/24/2010,An Open Letter to the Bacteria Living in My Body,2:37,B,97,Sick,TIRED,Berkeley,ACOUSTIC GUITAR,SHADOW,https://www.youtube.com/watch?v=lLi80CBXCwY,,,,,,,,,"FOLK, DARK, LOOMING"
663,10/25/2010,I Don't Feel Well,0:57,C,136,Sick,TIRED,Berkeley Studio,"SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=o0pN0091kv4,,,,,,,,,"ROCK, DARK, DREAMY"
664,10/26/2010,I'm at TEDMED,4:23,F,100,Conference,EXCITED,San Diego,BARITONE UKE,na,https://www.youtube.com/watch?v=oadEWEWaWG0,,,,,,,,,"FOLK, RECAP"
665,10/27/2010,In This Crowd,2:33,F,72,Friend,CHILL,San Diego,BARITONE UKE,CLEAN,https://www.youtube.com/watch?v=BsfXaAeh1bM,,,,,,,,,"FOLK, SILLY, BEACH"
666,10/28/2010,666!,2:39,D,96,Friend,EXCITED,San Diego,BARITONE UKE,SHADOW,https://www.youtube.com/watch?v=v0YpSOvqKMA,,,,,,,,,"FOLK, WISTFUL, LIGHT, FUNNY, FAMOUS PERSON, JILL SOBULE"
667,10/29/2010,I'm More Sick,1:00,,104,Sick,TIRED,Berkeley,VOCALS,SHADOW,https://www.youtube.com/watch?v=quw88GiCk5Y,,,,,,,,,"ACAPELLA, FUNNY, MELODY"
668,10/30/2010,Sick As a Dog,0:34,C,71,Sick,TIRED,Berkeley,BARITONE UKE,SHADOW,https://www.youtube.com/watch?v=7upiTj1RrIw,,,,,,,,,"FOLK, ROUGH"
669,10/31/2010,"It's Halloween, Let's Fall in Love",3:04,D,85,Friend,CHILL,Berkeley Studio,"ACOUSTIC GUITAR, DRUMS",SHADOW,https://www.youtube.com/watch?v=IwZrOxyML1Q,,,,,,,,,"ROCK, DREAMY, DARK, HALLOWEEN"
670,11/1/2010,Rally to Restore Sanity: Singing the Signs,3:58,F,100,Politics,SILLY,Berkeley Studio,"ACOUSTIC GUITAR, BASS, SAMPLES, DRUMS",na,https://www.youtube.com/watch?v=nwBStCV9SIE,,,,,,,,,"ROCK, FRUSTRATED, FUNNY"
671,11/2/2010,Vote,1:34,F,105,PSA,CHILL,Berkeley Studio,"SYNTHS, DRUM MACHINE",GOATEE,https://www.youtube.com/watch?v=0e_MrMqUxMM,,,,,,,,,"ELECTRO, Politics, DREAMY"
672,11/3/2010,Jeff Cannata's Loving Stuff Song,2:24,E,74,Remix,CHILL,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, DRUM MACHINE",na,https://www.youtube.com/watch?v=Vrt26BRK-hw,,,,,,,,,"ROCK, FUN, Remix, FAMOUS PERSON, JEFF CANNATA"
673,11/4/2010,I'll Be Seeing You (redux),2:48,D,72,Poetic,PENSIVE,Berkeley Studio,ACOUSTIC GUITAR,GOATEE,https://www.youtube.com/watch?v=9eTPFzppHlA,,,,,,,,,"FOLK, WISTFUL, DELICATE"
674,11/5/2010,The Ballad of Johannes Mehserle and Oscar Grant,3:17,D,57,Politics,SAD,Berkeley Studio,ACOUSTIC GUITAR,CLEAN,https://www.youtube.com/watch?v=7vM8Iys2hso,,,,,,,,,"FOLK, HEAVY, POLICE SHOOTING"
675,11/6/2010,"18,000 Cool Jokes",1:00,G,119,Commission,SILLY,Berkeley Studio,"SYNTHS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=FlyP_bgcjpk,,,,,,,,,"ELECTRO, CHEESY, VOCODER, COMPANY, CRAMZY"
676,11/7/2010,Daylight Savings (redux),2:17,A,104,Politics,TIRED,Berkeley Studio,"ORGAN, BASS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=xTC2L7Ty808,,,,,,,,,"ELECTRO, DARK"
677,11/8/2010,Robin's Treehouse,3:46,A#,54,Friend,PENSIVE,Berkeley Studio,ACOUSTIC GUITAR,na,https://www.youtube.com/watch?v=WSTW6nEFFVE,,,,,,,,,"FOLK, WISTFUL, FORT"
678,11/9/2010,Craigslist TV,2:11,F,82,Commission,EXCITED,Berkeley Studio,"ACOUSTIC GUITAR, PIANO, BASS, ELECTRIC GUITAR, DRUMS",CLEAN,https://www.youtube.com/watch?v=DCOBTsI0eoI,,,,,,,,,"ROCK, LIGHT, FUN, VOCODER"
679,11/10/2010,This Song and Video Are Essentially About Not Having Enough Time,2:05,E,80,Life,TIRED,Berkeley Studio,"ELECTRIC GUITAR, ACOUSTIC GUITAR, SYNTHS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=Ds8WKLO7g8Y,,,,,,,,,"ROCK, DREAMY, LIGHT"
680,11/11/2010,"Too Long, Didn't Read",0:18,F,95,Podcast,EXCITED,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, DRUM MACHINE",CLEAN,https://www.youtube.com/watch?v=rMSEgE_obj4,,,,,,,,,"ROCK, CHEESY, THEME SONG"
681,11/12/2010,"Ninjas, Database Security and YOU",1:01,F,120,Contest,INTENSE,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, BASS, DRUMS",BEARD,https://www.youtube.com/watch?v=IdqizqxLoCA,,,,,,,,,"ROCK, CHEESY, LIGHT, FUNNY, COMPANY, APPSEC"
682,11/13/2010,People Only Love You If You've Got White Teeth,1:09,F,107,Poetic,SILLY,Berkeley Studio,"ELECTRIC GUITAR, SYNTHS, DRUMS",na,https://www.youtube.com/watch?v=JXV99SglXxQ,,,,,,,,,"ROCK, VOCODER"
